Number,Reference,Name,Text Content,Document,Codes,Number of Codes,Comment,Start position,End position,Extent,Creator,Creation Date,Modifier,Modification Date
9:1,p 2,,"Align and Combine, Customer Journey Mapping and COM-B Analysis to Aid Decision-Making During the Design Process",Align and Combine Customer Journey Mapping and COM-B Analysis to.pdf,Paper Reflection: Comment,1,This paper relates to the Service Design domain. They develop a tool for visual representation that can be used by service designers and behavioral scientists (interdisciplinary). The aim is to visually identify user behavior-change opportunities (evidence-based and data-driven decision-making). The emphasis is on combining the two processes.,2,2,1,Marija Mateljan,10/20/25,Marija Mateljan,10/20/25
9:2,p 2,," method visually representing gaps and opportunities in a sequential way aligned with barriers to behaviors, creating a unique tool that can be used by both service designers and behavioral scientists",Align and Combine Customer Journey Mapping and COM-B Analysis to.pdf,Contribution: Practical/Applied: Digital Product,1,"Digital Product: visualization i.e. tool for visual representation of gaps that can help change user behavior, and can be used by both service designers and behavioral scientists.",2,2,1,Marija Mateljan,10/20/25,Marija Mateljan,10/28/25
9:3,p 2,,ase study of an insurance company,Align and Combine Customer Journey Mapping and COM-B Analysis to.pdf,Research Method: Qualitative: Case Studies,1,"They use multiple qualitative methods.  As a main framework, they use a Case Study to demonstrate a methodology of combining the two processes (journey mapping + COM-B). The case study is an insurance company that wants to correlate dental complications and diabetes. In terms of research for this particular case study, they conduct specific 'literature review' focused on dental/diabetes matters and conduct interviews with users to map the 'user journey' and ask questions about Capability, Opportunity, Motivation, according to the theoretical COM-B model. Then they do a workshop with the insurance company to develop the integrated visualization.",2,2,1,Marija Mateljan,10/20/25,Marija Mateljan,10/20/25
9:4,p 3,,"The objective of this paper is to examine the benefits of combining two methods – the COM-B model (Capability, Opportunity, and Motivational behavioral barriers and facilitators) of behavioral analysis and customer journey mapping.",Align and Combine Customer Journey Mapping and COM-B Analysis to.pdf,Contribution: Methodological: Research,1,"Analysis method combining 2 independent methods. I guess that this kind of 'combining' of the two methods has not been done before, which makes it a research contribution?",3,3,1,Marija Mateljan,10/20/25,Marija Mateljan,10/20/25
9:5,p 5,,"According to this model, any behavior is more likely to happen when the person has capability, opportunity and motivation to carry it out. ",Align and Combine Customer Journey Mapping and COM-B Analysis to.pdf,,0,Explanation of the COM-B model.,5,5,1,Marija Mateljan,10/20/25,Marija Mateljan,10/28/25
9:6,p 6,,The representation of the customer journey is based on a combination of interviews with and direct observation of lab test customers. ,Align and Combine Customer Journey Mapping and COM-B Analysis to.pdf,Research Method: Qualitative: Interviews,1,Combo of interviews and observations.,6,6,1,Marija Mateljan,10/20/25,Marija Mateljan,10/28/25
9:7,p 7,,"In the literature research, we learn that one of the best ways to prevent teeth-related diabetes complications is to have regular preventative dental visits.",Align and Combine Customer Journey Mapping and COM-B Analysis to.pdf,Research Method: Qualitative: Content Analysis,1,Can this be considered content analysis?,7,7,1,Marija Mateljan,10/20/25,Marija Mateljan,10/20/25
9:8,p 8,,"For this case study, we chose to conduct interviews to gain this insight. A well-designed moderator’s guide used to facilitate interviews should include questions about capabilities, opportunities, and motivations and prompt people to talk about those factors.",Align and Combine Customer Journey Mapping and COM-B Analysis to.pdf,Research Method: Qualitative: Interviews,1,,8,8,1,Marija Mateljan,10/20/25,Marija Mateljan,10/20/25
9:9,p 8,,The benefit of performing a COM-B analysis with our target audience rather than relying solely on behavioral analysis insights from the literature review is that we can identify the factors most relevant to the audience we are designing for,Align and Combine Customer Journey Mapping and COM-B Analysis to.pdf,,0,Advantage of their approach.,8,8,1,Marija Mateljan,10/20/25,Marija Mateljan,10/28/25
9:10,p 9,,"The details are built up with our client during a customer journey mapping workshop to identify and prioritize service solutions. In the map, the phases and steps of the service are represented as a sequence with some cases of branching and loops, unlike the tabular format of the COM-B analysis",Align and Combine Customer Journey Mapping and COM-B Analysis to.pdf,Research Method: Qualitative: Focus Groups/Workshops,1,Does this qualify as focus group?,9,9,1,Marija Mateljan,10/20/25,Marija Mateljan,10/20/25
9:11,p 11,,decision-making tool for creating and refining new service offerings as it is updated and re-used to make iterations and refinements of services. ,Align and Combine Customer Journey Mapping and COM-B Analysis to.pdf,Contribution: Practical/Applied: Digital Product,1,I’m not sure if this is an online tool or more of a visual aid meant to guide decision-making.,11,11,1,Marija Mateljan,10/28/25,Marija Mateljan,10/28/25
9:12,p 13,,hybrid tool supports evidence-based and data-driven decision-making and preserves insights frequently lost in the design process due to external business considerations,Align and Combine Customer Journey Mapping and COM-B Analysis to.pdf,Contribution: Practical/Applied: Digital Product,1,Digital Product: a visualization.,13,13,1,Marija Mateljan,10/20/25,Marija Mateljan,10/28/25
9:13,p 13,,"systemic way of visually representing and analyzing gaps, opportunities and barriers to behaviors in a sequential way creates a unique tool that can be used by service designers and behavioral scientists to facilitate productive and efficient collaborations on projects that require complex problem solving",Align and Combine Customer Journey Mapping and COM-B Analysis to.pdf,Transitions: Academic Community,1,I have no clue if this is the correct Transition. I put Academic Community because they are connecting product / service designers and behavioral scientists with the goal of collaboration.,13,13,1,Marija Mateljan,10/20/25,Marija Mateljan,10/20/25
10:1,p 2,,"The main aspects covered by the study were tested in a workshop, in which continuous and discontinuous human-AI collaboration were compare",AI in design idea development_ A workshop on creativity and human.pdf,Research Method: Qualitative: Focus Groups/Workshops,1,they do a workshop,2,2,1,Angela Rout,10/27/25,Angela Rout,10/27/25
10:2,p 2,,"In the case of continuous collaboration, the results show that AI assumed the role of a bossy groupmate, leading to an AI-driven creative process. In the second case, AI took the role of an expert capable of generating variance outside the team, leading to a human-driven creative process",AI in design idea development_ A workshop on creativity and human.pdf,Contribution: Methodological : Software,1,"they share a tool that can be used in design, and evaluation",2,2,1,Angela Rout,10/27/25,Angela Rout,10/27/25
10:3,p 8,,"The main dynamics of a human-AI collaboration were tested during a workshop with 16 design students, focusing on changes in creativity and the trust relationship. The 16 participants worked in pairs, thus forming eight groups, split into two distinct types that we defined as simultaneous and delayed groups",AI in design idea development_ A workshop on creativity and human.pdf,Research Method: Qualitative: Focus Groups/Workshops,1,here it describes the workshop,8,8,1,Angela Rout,10/27/25,Angela Rout,10/27/25
10:4,p 9,,"The participant’s responses to the initial form show their neutral position towards the introduction of AI systems in their profession but also demonstrate an overall welcoming attitude towards AI. After the workshop, 10 out of 16 participants substantially changed their opinion. Of these 10, five altered to a more favourable position and five to a more contrarian one, including slight and drastic shifts.",AI in design idea development_ A workshop on creativity and human.pdf,Transitions: Digital Tech Connections,1,"I think this kind of paper really shows value in the discussions, and there is a lot of interesting reflection on AI in design here - even though the study is fairly simple. I like that they try to breakdown how the machine interprets the input and they use visuals. This kind of breakdown is useful for helping designers develop useful reflections on technology",9,9,1,Angela Rout,10/27/25,Angela Rout,10/27/25
